"","year","longitude","latitude","bottom_depth","peak_timing","SSTcumanom45","spring_ice_fraction","ice_retreat_timing","bloom_type","bsregion"
"2605",2005,-168.631457187554,63.1887568321412,-24.0570207316813,141,-22.9863067067695,0.820975146742725,142,"ice_full","12"
"2606",2005,-167.41171243183,63.2192810952317,-25.6166256658205,141,-27.1738569444444,0.844105386636637,141,"ice_full","14"
"2607",2005,-166.515338372145,63.1993156829055,-22.4723083240369,165,-38.0960166666667,0.835748300383717,141,"ice_free","14"
"2609",2005,-179.564569251632,63.7543487774142,-57.9138498807993,157,-39.7101375,0.872736185782557,154,"ice_full",NA
"2610",2005,-178.297700388148,63.7458402920415,-73.8290138275436,149,-41.8354847222222,0.853020650077161,150,"ice_full",NA
"2611",2005,-177.494792534964,63.7486996559182,-82.8520514670515,141,-29.6772222222222,0.803736031289911,146,"ice_full",NA
"2612",2005,-176.431546892439,63.7797592708043,-91.3630952380952,133,-20.8298847222222,0.8196057935884,136,"ice_full",NA
"2613",2005,-175.491199704861,63.7559459563327,-85.7151907001045,133,-16.9236166666667,0.807858679386457,129,"ice_full",NA
"2614",2005,-174.500850577359,63.7517567449437,-79.762333272846,133,-11.8902375,0.748583225945017,127,"ice_full",NA
"2615",2005,-173.412072265456,63.8146057906838,-67.8498052428326,133,-9.03588333333333,0.717915865384615,121,"ice_full",NA
"2616",2005,-172.473456809877,63.7405094520584,-52.4220769508517,133,-11.3371472222222,0.707367057790549,117,"ice_full","12"
"2617",2005,-171.650837245821,63.7764868546892,-26.7350952675246,133,-10.47395686752,0.701309784544159,134,"ice_full","12"
"2618",2005,-170.601485384055,63.8481360445599,-30.265854933513,125,-15.3930872082302,0.79294671900161,145,"ice_full","12"
"2619",2005,-169.561537942935,63.7813985953698,-28.9786324786325,149,-20.2734138888889,0.843986513261142,148,"ice_full","12"
"2620",2005,-168.513047680412,63.7650854956243,-28.8835910652921,149,-17.962575,0.841615384615385,147,"ice_full","14"
"2621",2005,-167.527882147898,63.7139255251733,-26.4067616212311,149,-19.5447347222222,0.866542473666327,139,"ice_full","14"
"2622",2005,-166.461366262781,63.7810298727539,-25.7471162427488,141,-29.8213583333333,0.838898201240231,139,"ice_full","14"
"2625",2005,-178.321743385918,64.2729460332416,-75.3911803293338,149,-33.7958361111111,0.798190324074074,155,"ice_full",NA
"2626",2005,-177.47566925375,64.2532336372286,-75.0238451200858,133,-23.6569194444444,0.715340962577161,150,"ice_full",NA
"2627",2005,-176.504653459587,64.2569891207884,-86.7511186688099,133,-19.9967569444444,0.770668385241302,129,"ice_full",NA
"2628",2005,-175.49976148743,64.2498833868502,-83.6853741496599,133,-19.6923916666667,0.705831006586483,127,"ice_full",NA
"2629",2005,-174.457476128972,64.2834782148667,-66.4587363462877,133,-14.2246652777778,0.638046881091618,125,"ice_full",NA
"2630",2005,-173.489346808367,64.1760730662511,-39.596691827426,125,-8.72299743276588,0.653728886452242,125,"ice_full",NA
"2631",2005,-172.504540449,64.2155460716537,-35.9334359994681,125,-11.7020024039539,0.704234525966184,122,"ice_full",NA
"2632",2005,-171.542874721297,64.2479803065225,-42.8487327616304,149,-10.2958069444444,0.78975987654321,120,"ice_free","12"
"2633",2005,-170.580844050569,64.2711763278167,-43.1087107259656,149,-11.8207736111111,0.762113595820591,139,"ice_full","12"
"2634",2005,-169.558703981842,64.2524713586348,-39.5983643714137,141,-13.4424527777778,0.808857106276631,143,"ice_full","12"
"2635",2005,-168.393200207346,64.3177211247494,-30.4276238512949,157,-12.1704305555556,0.808954172653257,146,"ice_full","14"
"2636",2005,-167.375668720623,64.3180920011792,-25.7381007881008,141,-15.7811,0.813160922496571,138,"ice_full","14"
"2645",2005,-176.416995892326,64.7979138458218,-58.9312627545731,133,-12.0444763888889,0.668764371141975,126,"ice_full",NA
"2648",2005,-172.112419957901,64.7141529274106,-27.9087657665039,157,-10.8224038480924,0.712186934349763,163,"ice_full",NA
"2649",2005,-171.543417596661,64.7731770434917,-39.7399204998645,149,-9.00507083333333,0.750886540687322,134,"ice_full",NA
"2650",2005,-170.549629763054,64.7560685407427,-47.5059553500576,149,-12.3107291666667,0.780725380754586,137,"ice_full","12"
"2651",2005,-169.637427639101,64.7269003854571,-47.2812924562746,149,-14.4189791666667,0.819881891352362,139,"ice_full","12"
"2652",2005,-168.412886227102,64.7624140467587,-32.5666652789617,149,-10.4483194444444,0.7671745068438,145,"ice_full","14"
"2653",2005,-167.408773721885,64.8079277443963,-22.1745624822332,149,-18.9045152777778,0.7290107628072,137,"ice_full","14"
"2661",2005,-171.46371749912,65.2347466687057,-32.2095038012178,149,-7.37719027777778,0.737535280257936,142,"ice_full",NA
"2662",2005,-170.53421889995,65.2438032979674,-39.2916212366841,149,-12.9169652777778,0.768146024464832,139,"ice_full",NA
"2663",2005,-169.534647280056,65.2779658766362,-47.0051947066802,165,-16.3847930555556,0.782507452079272,144,"ice_free",NA
"2664",2005,-168.422568748383,65.2659107916517,-48.2804675827182,165,-13.829975,0.719914098972922,149,"ice_full","14"
"2670",2005,-169.518339101489,65.7196912149508,-42.2946689481909,165,-19.0010847222222,0.783749630826948,146,"ice_full",NA
"2671",2005,-168.53388373535,65.6795189310759,-46.56439926348,165,-18.1391365675991,0.772928203703704,155,"ice_full","14"
"2675",2006,-165.460731533062,54.7505212614226,-170.414154975809,133,-8.37909444444444,0,0,"ice_free","16"
"2686",2006,-166.550572351942,55.2286741070643,-138.087251836699,133,-16.4413180555556,0,0,"ice_free","4"
"2687",2006,-165.500206797925,55.2554606800475,-117.461030206539,125,-13.5306555555556,0,0,"ice_free","4"
"2688",2006,-164.471943223478,55.2494471976196,-86.3664439860281,133,-11.0840055555556,0,0,"ice_free","1"
"2697",2006,-167.552454228744,55.7431040086648,-132.673161328625,141,-21.9358347222222,0,0,"ice_free","4"
"2698",2006,-166.522724846233,55.7629251836793,-126.974937741881,141,-19.5956361111111,0,0,"ice_free","4"
"2699",2006,-165.47415677639,55.7420760416383,-109.521296202366,157,-17.91325,0,0,"ice_free","4"
"2700",2006,-164.492318828852,55.7507459526116,-95.5829622481045,157,-19.5180597222222,0,0,"ice_free","3"
"2701",2006,-163.454181569862,55.7360762276865,-81.9967597939988,157,-22.6460708333333,0,0,"ice_free","1"
"2702",2006,-162.613072909192,55.7692863067787,-54.8261712201492,149,-14.6704436789151,0,0,"ice_free","1"
"2712",2006,-167.485408277386,56.250374918598,-127.218625175845,157,-22.3273611111111,0,0,"ice_free","4"
"2714",2006,-165.494425030612,56.2610622569554,-91.4438557050192,157,-18.7943472222222,0,0,"ice_free","3"
"2715",2006,-164.523349423582,56.2525622753551,-87.0494955114619,157,-26.5962680555556,0,0,"ice_free","3"
"2716",2006,-163.43082476336,56.2495338350823,-84.8610289315043,157,-32.7732236111111,0,0,"ice_free","3"
"2717",2006,-162.502522362945,56.2433407617594,-76.1079338379254,149,-23.3870333333333,0,0,"ice_free","1"
"2718",2006,-161.50204006442,56.2580703507839,-55.8117877920254,149,-17.1490486111111,0,0,"ice_free","1"
"2723",2006,-172.459627370036,56.7594151989382,-172.31332801104,165,-27.6397833333333,0,0,"ice_free","8"
"2724",2006,-171.486405123422,56.7297528747455,-137.021003610283,157,-29.7878763888889,0,0,"ice_free","8"
"2725",2006,-170.46239641519,56.7587758882086,-100.505912885636,157,-30.3391736111111,0,0,"ice_free","5"
"2726",2006,-169.441680925883,56.7374496075028,-72.4554605474939,157,-20.4611736111111,0,0,"ice_free","5"
"2727",2006,-168.516036120209,56.7569083801901,-93.4590685169859,157,-10.8033805555556,0,0,"ice_free","3"
"2728",2006,-167.44828519135,56.7442200066673,-92.4234525123456,157,-13.3068388888889,0,0,"ice_free","3"
"2729",2006,-166.49989627135,56.7551971178343,-81.1140047379523,157,-14.1887305555556,0.153512962962963,35,"ice_free","3"
"2730",2006,-165.437561467119,56.7551344516566,-75.2744608502915,157,-22.5491361111111,0.211783399470899,37,"ice_free","3"
"2731",2006,-164.560050869484,56.7360326013845,-73.6225927365226,157,-22.9628666666667,0.263253306878307,37,"ice_free","3"
"2732",2006,-163.491518777253,56.75096561242,-71.6695715351696,157,-33.4055666666667,0.230662698412698,37,"ice_free","3"
"2733",2006,-162.468959269448,56.7583507128125,-67.0204707917593,149,-25.5058888888889,0,0,"ice_free","3"
"2734",2006,-161.51423511934,56.7401057290824,-70.9675382147042,149,-28.6182652777778,0,0,"ice_free","3"
"2735",2006,-160.518217799963,56.7352429466557,-59.4541350907229,117,-34.818525,0,0,"ice_free","3"
"2740",2006,-172.497290103602,57.2672636710993,-135.091089794907,149,-28.6970208333333,0,0,"ice_free","8"
"2741",2006,-171.430731824623,57.2818691222004,-106.694001699599,149,-38.6065958333333,0,0,"ice_free","6"
"2742",2006,-170.566312319896,57.2626385724865,-65.0755581920303,149,-42.3721430555556,0.17952337962963,40,"ice_free","5"
"2743",2006,-169.404878811151,57.2143656868807,-67.2757288895058,149,-26.5066083333333,0.255392939814815,42,"ice_free","6"
"2744",2006,-168.48731823176,57.2207611188941,-76.4773060404855,149,-11.5346055555556,0.295288720538721,41,"ice_free","3"
"2745",2006,-167.517235224668,57.2331299242212,-72.8355399300504,149,-24.0384833333333,0.370641414141414,41,"ice_free","3"
"2746",2006,-166.540930928139,57.2449482283756,-74.4424425855454,149,-23.9162027777778,0.422506558641975,42,"ice_free","3"
"2747",2006,-165.543418825475,57.2506777603171,-71.0406033241396,149,-30.7082041666667,0.434825126262626,41,"ice_free","3"
"2748",2006,-164.466153057979,57.2499991432599,-66.2117111074512,141,-37.8330986111111,0.459439814814815,40,"ice_free","3"
"2749",2006,-163.499835503568,57.247519128517,-64.0047316441025,109,-50.4822972222222,0.126705285493827,90,"ice_full","3"
"2750",2006,-162.495285345079,57.2591973971077,-55.5296576570154,109,-58.6885875,0.123981064055859,91,"ice_full","2"
"2751",2006,-161.505874483502,57.2432064788271,-56.5797822201533,117,-53.6942680555556,0,0,"ice_free","3"
"2752",2006,-160.451125023249,57.2632094785534,-61.0506220372801,133,-40.8094652777778,0,0,"ice_free","3"
"2753",2006,-159.50655007836,57.2629796781289,-50.733943494019,93,-47.3676305555556,0.198315740740741,35,"ice_free","2"
"2757",2006,-172.483911026877,57.7774862504507,-128.929581637113,149,-22.8928152777778,0.187025925925926,40,"ice_free","8"
"2758",2006,-171.520157282781,57.719506460436,-90.351327071068,149,-32.1129319444444,0.306703125,42,"ice_free","6"
"2759",2006,-170.470230894343,57.7410792035485,-76.9271798833009,141,-43.1346194444444,0.0914827806122449,128,"ice_full","6"
"2760",2006,-169.452994775901,57.7254622376031,-67.8925371617369,141,-48.4855152777778,0.102516370752196,127,"ice_full","6"
"2761",2006,-168.455717718511,57.766254489941,-73.7072116793149,141,-29.4912055555556,0.529001851851852,45,"ice_free","6"
"2762",2006,-167.569311741033,57.739833712462,-63.7075405418925,141,-39.0256847222222,0.111510611735331,119,"ice_free","3"
"2763",2006,-166.519550822251,57.7532875740566,-61.985094984938,149,-44.7241027777778,0.124598798266351,124,"ice_free","3"
"2764",2006,-165.535883969814,57.7216828926167,-64.378480561275,141,-48.8728833333333,0.150163496376812,122,"ice_full","3"
"2765",2006,-164.51833547874,57.7240849993483,-49.0398344434152,125,-68.0600972222222,0.216688229669887,122,"ice_full","2"
"2766",2006,-163.551520836282,57.6978818890117,-51.5655908236991,101,-71.0793513888889,0.275785458754209,118,"ice_full","2"
"2767",2006,-162.455340971873,57.7214499719001,-47.0217821576706,117,-75.1205583333333,0.254191100823045,111,"ice_full","2"
"2768",2006,-161.498068654152,57.7486988800678,-39.4943232372311,117,-65.8645722222222,0.142075791517324,92,"ice_free","2"
"2769",2006,-160.469961938964,57.7516196478768,-47.571712775115,109,-51.0163027777778,0.14407388739546,92,"ice_full","3"
"2770",2006,-159.519362343533,57.7262955740102,-46.6131049233849,109,-59.3454027777778,0.271762987012987,107,"ice_full","2"
"2775",2006,-173.539803995074,58.234764556414,-125.102155083267,157,-19.9438486111111,0.272404927248677,44,"ice_free","8"
"2776",2006,-172.497987705241,58.2585879729488,-110.092515188985,141,-19.9534,0.0966016414141414,129,"ice_full","8"
"2777",2006,-171.611403070238,58.2452812279453,-100.930644481171,141,-32.5602152777778,0.144066635203164,133,"ice_full","6"
"2778",2006,-170.550175862451,58.2428290714829,-88.7120551483738,141,-47.3449333333333,0.186583978810541,134,"ice_full","6"
"2779",2006,-169.422878185749,58.2700796591077,-76.1367726576287,141,-58.1636861111111,0.218575177397023,137,"ice_full","6"
"2780",2006,-168.483208423086,58.2534650830612,-71.6798111870942,133,-48.8371097222222,0.22116401798433,134,"ice_full","6"
"2781",2006,-167.471125368828,58.2312423183102,-56.9110892936674,149,-55.9583777777778,0.251745876736111,126,"ice_free","6"
"2782",2006,-166.524652735753,58.240651427466,-52.6234638244728,149,-58.8978041666667,0.277710910652921,127,"ice_free","2"
"2783",2006,-165.563290427793,58.2709815218296,-48.0440218555814,141,-62.2663361111111,0.321165219907407,126,"ice_full","2"
"2784",2006,-164.584370671128,58.2100735659243,-43.111563710075,141,-78.5549986111111,0.400201563122262,123,"ice_full","2"
"2785",2006,-163.440174498116,58.269536000755,-36.6643656836945,141,-78.2712569444444,0.394889295889296,121,"ice_full","2"
"2786",2006,-162.516660388221,58.2353815149314,-39.2561538577082,117,-72.9905805555556,0.349635702614379,115,"ice_full","2"
"2797",2006,-173.530666640333,58.7656756434344,-120.935934384406,149,-24.1374111111111,0.140512540453074,133,"ice_full","8"
"2798",2006,-172.527059209629,58.7451451586282,-111.251695991155,141,-31.5374458333333,0.202180752096436,136,"ice_full","8"
"2799",2006,-171.627504155899,58.7189710933186,-88.9759952892183,141,-45.8396083333333,0.254205845448252,137,"ice_full","6"
"2800",2006,-170.332436591065,58.7785439779276,-95.7134485476672,141,-55.4907055555556,0.301388066805123,137,"ice_full","6"
"2801",2006,-169.515725409848,58.7075343827634,-89.2954931960934,141,-65.2199347222222,0.343334501557632,137,"ice_full","6"
"2802",2006,-168.504747241498,58.6809632792348,-60.4513497831237,141,-66.3897625,0.387007723260644,137,"ice_full","7"
"2804",2006,-166.568875715475,58.7148118253324,-43.313170191247,141,-63.6977138888889,0.467700496720679,126,"ice_full","7"
"2805",2006,-165.618459021226,58.6866864591084,-37.1738268966184,141,-64.0005902777778,0.487314308449074,126,"ice_full","2"
"2806",2006,-164.50887117212,58.7940374103015,-30.7094763422133,141,-67.0989819444444,0.490478713768116,122,"ice_full","2"
"2807",2006,-163.424428182936,58.7041074275596,-25.8094435770088,125,-69.7978486111111,0.461849094881398,119,"ice_full","2"
"2813",2006,-176.494082908821,59.2550392463109,-151.026909265928,141,-44.9306180555556,0.0673238268608414,133,"ice_full","8"
"2814",2006,-175.550287326328,59.2671137727585,-132.069104096765,141,-42.7916791666667,0.112637940917108,135,"ice_full","8"
"2815",2006,-174.487129579134,59.2309142825582,-116.390060262765,141,-33.4646902777778,0.160602266771488,136,"ice_full","8"
"2816",2006,-173.507577389357,59.2426814177887,-127.572317617131,141,-35.2151625,0.237378115264798,137,"ice_full","8"
"2817",2006,-172.509631203973,59.1886108395299,-97.1665249707448,141,-50.3788041666667,0.316476744684499,138,"ice_full","9"
"2818",2006,-171.695702590556,59.1610918042877,-63.2172131877705,141,-58.2592958333333,0.402718590723751,139,"ice_full","9"
"2819",2006,-170.363390168389,59.1593121178769,-69.1955796216931,141,-56.5769041666667,0.454091799554184,138,"ice_full","6"
"2820",2006,-169.541832662885,59.2277698121135,-59.8712441578986,141,-53.8422597222222,0.50369143081761,136,"ice_full","6"
"2821",2006,-168.621213018313,59.2010539523541,-47.2123272445315,141,-56.8235805555556,0.548297204915196,137,"ice_full","7"
"2822",2006,-167.480955540213,59.1921879679356,-41.4068445302709,141,-56.9048333333333,0.554007905310971,136,"ice_full","7"
"2823",2006,-166.466113969258,59.2479915573409,-32.4373734784031,141,-59.8312430555556,0.589919298245614,125,"ice_full","7"
"2824",2006,-165.440561543002,59.246946420132,-23.4686517391659,133,-56.2325722222222,0.575378728070175,125,"ice_full","7"
"2825",2006,-164.503338906088,59.2453196842463,-22.6930286806198,125,-60.6071180555556,0.531309933574879,122,"ice_full","2"
"2829",2006,-177.485431837073,59.7419135099468,-167.587679730065,141,-57.3293236111111,0.116442669753086,135,"ice_full","8"
"2830",2006,-176.547296233232,59.710457760576,-126.11581102611,141,-47.0501527777778,0.167243667016073,136,"ice_full","8"
"2831",2006,-175.482424447525,59.7261050001071,-125.403753314815,141,-48.7507833333333,0.217019297334718,137,"ice_full","8"
"2832",2006,-174.581522106922,59.7076610156275,-110.299066070493,141,-53.3629458333333,0.270809463132858,139,"ice_full","8"
"2833",2006,-173.577960286269,59.7170029685117,-99.1786064347362,141,-42.5422638888889,0.354487703873598,139,"ice_full","9"
"2834",2006,-172.609324100176,59.743147454952,-105.722619154653,141,-50.4321763888889,0.467289685518852,141,"ice_full","9"
"2835",2006,-171.678178701009,59.7356713563449,-75.5441103221159,149,-59.3927375,0.561475342190016,145,"ice_full","9"
"2836",2006,-170.409616839225,59.7508449897432,-59.1523479532164,141,-52.2425930555556,0.600346726190476,142,"ice_full","9"
"2837",2006,-169.367384501034,59.6831108234984,-54.8627277263562,141,-42.14465,0.637519032921811,138,"ice_full","7"
"2838",2006,-168.663231000398,59.6739595647444,-46.0673391812865,141,-52.1668902777778,0.642507786195286,140,"ice_full","7"
"2839",2006,-167.356485951941,59.7299203127551,-29.5697100604673,149,-59.7561583333333,0.614079250841751,140,"ice_full","7"
"2843",2006,-177.523193355317,60.2197229293745,-144.901222255359,141,-64.7229486111111,0.244155633437176,137,"ice_full","8"
"2844",2006,-176.500037905646,60.2428211767299,-138.425066986371,141,-55.1175986111111,0.293216027949246,138,"ice_full","8"
"2845",2006,-175.501324608658,60.2053252043746,-120.453872880343,141,-50.5140027777778,0.354020695293918,139,"ice_full","8"
"2846",2006,-174.646771717789,60.2532028588396,-102.00421624025,141,-52.3910472222222,0.440496569113757,142,"ice_full","8"
"2847",2006,-173.422348857003,60.2142966825415,-73.4668165989109,141,-41.5723625,0.527367798353909,147,"ice_full","9"
"2848",2006,-172.650912523284,60.1650279373712,-49.3734361788595,157,-34.231311252277,0.618490021008403,149,"ice_full","9"
"2849",2006,-171.674918288974,60.1924532423521,-61.5244325692476,157,-48.8297041666667,0.690535108024691,156,"ice_full","9"
"2850",2006,-170.374341443279,60.1788405257508,-65.4077622883008,149,-47.3289875,0.687430197982535,153,"ice_full","9"
"2851",2006,-169.465663270907,60.1393441656315,-48.1177604068415,149,-38.9101125,0.681856423611111,150,"ice_full","11"
"2852",2006,-168.421070106251,60.3062245139051,-39.297226022724,149,-50.4773569444444,0.711798812399356,145,"ice_full","11"
"2853",2006,-167.484104123599,60.2435200006009,-26.2640466150623,149,-61.5869043703624,0.684410628858025,150,"ice_full","11"
"2857",2006,-178.443275319909,60.7671831915048,-177.311975623583,141,-65.5847555555556,0.308940940366972,139,"ice_full","8"
"2858",2006,-177.535692012576,60.758298890339,-141.39594374056,141,-59.136525,0.385853624457791,141,"ice_full","8"
"2859",2006,-176.480670233013,60.7561410816384,-114.653456574675,141,-52.1493694444444,0.458518592171717,140,"ice_full","8"
"2860",2006,-175.567741983339,60.7198648736118,-101.047745017269,149,-44.9021152777778,0.545764674272487,142,"ice_full","8"
"2861",2006,-174.671786630795,60.6687735650399,-78.0985935691891,149,-39.7485458333333,0.625614911265432,150,"ice_full","9"
"2862",2006,-173.586044977164,60.7364533856621,-65.2887926204965,157,-26.7452083333333,0.697320717592593,150,"ice_full","9"
"2863",2006,-172.611614570801,60.7692147272749,-61.8660334097609,157,-28.1746767179636,0.742843611111111,155,"ice_full","9"
"2864",2006,-171.337889051437,60.8275586605072,-58.7708333333333,165,-48.8628083333333,0.778571154250842,162,"ice_full","9"
"2865",2006,-170.696279642733,60.7295624125168,-55.2795599151644,165,-46.8470708333333,0.757126554990105,161,"ice_full","9"
"2867",2006,-168.338229022622,60.6889530504935,-36.1488440512571,149,-43.2530972222222,0.73488597184583,153,"ice_full","11"
"2868",2006,-167.418171913006,60.7426825081271,-27.9106604077769,149,-54.1767527777778,0.71903736071877,148,"ice_full","11"
"2872",2006,-178.522655215892,61.196981616604,-164.919169990056,149,-61.8561652777778,0.480487268518519,148,"ice_full",NA
"2873",2006,-177.560371054472,61.2063150907921,-133.977369142262,149,-51.9889194444444,0.552266320417056,149,"ice_full","8"
"2874",2006,-176.548984440173,61.2274179297002,-113.796426197196,149,-44.0444152777778,0.641526036634461,145,"ice_full","8"
"2875",2006,-175.652956790261,61.21162328728,-84.0554067499025,149,-36.8784236111111,0.717589139987445,148,"ice_full","8"
"2876",2006,-174.419686961143,61.2644984685682,-71.7179081112567,149,-23.2599944444444,0.747230822794339,153,"ice_full","10"
"2877",2006,-173.549673371514,61.2862925863035,-65.0399426162532,149,-8.31879305555555,0.776454821200511,146,"ice_full","10"
"2878",2006,-172.495155464773,61.2619834156474,-51.1591693446281,149,-19.2140611111111,0.778488129400061,151,"ice_full","10"
"2879",2006,-171.611195470017,61.3038047525533,-65.7403216994895,157,-36.518375,0.802492341218171,158,"ice_full","10"
"2880",2006,-170.632087268233,61.28383115791,-48.3770363254179,157,-39.9277111111111,0.805203639909595,157,"ice_full","10"
"2881",2006,-169.479773018726,61.2502765875847,-43.8564914929541,157,-36.6951486111111,0.779013002748843,158,"ice_full","11"
"2883",2006,-167.437148062489,61.2154148140445,-24.9389454714577,149,-47.4731847222222,0.703486969832736,154,"ice_full","11"
"2886",2006,-178.59657524875,61.7292548888215,-134.051527862917,157,-51.9043527777778,0.694840725806452,154,"ice_full",NA
"2887",2006,-177.522096289682,61.7101257543927,-123.592098860412,157,-44.5253875,0.711695055555556,155,"ice_full",NA
"2888",2006,-176.414768186679,61.6863125925015,-105.663959812889,149,-33.805,0.761366732804233,149,"ice_full","8"
"2889",2006,-175.719203375491,61.6972866532714,-95.0279799565514,149,-26.3252708333333,0.804798924984306,148,"ice_full","10"
"2890",2006,-174.368160974201,61.7783791993673,-65.8904482259534,149,-11.3348291666667,0.808378671775223,146,"ice_full","10"
"2891",2006,-173.563673280462,61.7681266708284,-64.7078818217511,149,-3.55116527777778,0.854231616325063,133,"ice_full","10"
"2892",2006,-172.55039855501,61.7955589551995,-54.8923189887262,149,-10.1439125,0.765928707764782,144,"ice_full","10"
"2893",2006,-171.517623171461,61.8127750781765,-62.9506452187342,157,-16.4327680555556,0.766647198480532,147,"ice_full","10"
"2894",2006,-170.488541569643,61.7833890336272,-48.0112313706513,149,-23.9003208333333,0.804117810342122,148,"ice_full","10"
"2895",2006,-169.587321635359,61.8128209379706,-41.8771455144332,149,-32.0919722222222,0.81751971387371,152,"ice_full","11"
"2896",2006,-168.608792480386,61.7953594919802,-34.9615248787687,157,-35.4054722222222,0.80430614359319,154,"ice_full","11"
"2897",2006,-167.264860868053,61.7912706308992,-23.4624582835488,157,-40.0658513888889,0.720397229570841,156,"ice_full","11"
"2899",2006,-179.417176449221,62.2108126246072,-118.671078431373,157,-39.9672930555556,0.814026610477999,147,"ice_full",NA
"2900",2006,-178.563999925815,62.2540885637889,-135.401574359905,157,-38.6598180555556,0.829405638361939,153,"ice_full",NA
"2901",2006,-177.523280412407,62.1890589597148,-104.202231182796,157,-37.5402083333333,0.820978583406241,157,"ice_full",NA
"2902",2006,-176.459338825142,62.2348774640662,-96.1396333127762,149,-26.0060555555556,0.803935953703704,155,"ice_full",NA
"2903",2006,-175.498007464154,62.2327956728435,-83.4187661290994,149,-17.4373902777778,0.825599695314973,147,"ice_full","10"
"2904",2006,-174.449013548942,62.192667924355,-66.425786652788,149,-6.78894444444445,0.830495954287621,141,"ice_full","10"
"2905",2006,-173.443297976336,62.2301512734037,-58.5629091892044,141,-3.50603194444445,0.834740584935897,134,"ice_full","10"
"2906",2006,-172.501917881481,62.2464936258605,-49.2159895245971,141,-6.11535416666667,0.842863732993197,128,"ice_full","10"
"2907",2006,-171.509934235731,62.2660949782523,-46.8479607939887,141,-8.6751125,0.816442495748299,128,"ice_full","10"
"2908",2006,-170.519196607921,62.260755760735,-44.2588907351726,149,-15.2500263888889,0.764338659455916,143,"ice_full","10"
"2909",2006,-169.518213212176,62.2902419045718,-37.8062808679459,149,-26.1217222222222,0.820449275362319,145,"ice_full","10"
"2910",2006,-168.515549280158,62.2811069224575,-32.0858325062035,149,-30.7973236111111,0.83849339189617,147,"ice_full","11"
"2911",2006,-167.474885275823,62.3314305391243,-25.6004713612846,149,-36.5534763888889,0.751339194444444,155,"ice_full","11"
"2913",2006,-179.5,62.7499974568685,-106.597222222222,157,-35.2975375,0.854535749920179,146,"ice_full",NA
"2914",2006,-178.50441267288,62.7525651047297,-91.7588253382534,157,-34.2622805555556,0.881083215630885,148,"ice_full",NA
"2915",2006,-177.582557864228,62.7771935572919,-109.113875400296,157,-33.298875,0.864359304426378,153,"ice_full",NA
"2916",2006,-176.581331878489,62.7863397855043,-100.433766766886,165,-24.9555722222222,0.808636520241171,159,"ice_full",NA
"2917",2006,-175.404459329889,62.7624673701485,-87.6333976513469,149,-13.8183861111111,0.75941125328084,157,"ice_full",NA
"2918",2006,-174.492813287779,62.7517335544261,-80.820070251938,141,-9.28320277777778,0.835817044682297,139,"ice_full","10"
"2919",2006,-173.501240084023,62.7520769734086,-66.0694826007326,141,-6.98694583333333,0.821872034832452,135,"ice_full","10"
"2920",2006,-172.470639802656,62.7072157613233,-54.5634882478632,141,-6.95371805555556,0.798142292354236,131,"ice_full","10"
"2921",2006,-171.456387463316,62.7819519365637,-46.3457480294765,141,-7.96024305555556,0.761185091657314,129,"ice_full","10"
"2922",2006,-170.486676403255,62.7998109945977,-35.0031596710294,149,-13.4990430555556,0.710271915022499,137,"ice_full","10"
"2923",2006,-169.499088599785,62.7602198688566,-30.5486105318565,149,-22.1042092040412,0.776912316054894,142,"ice_full","10"
"2924",2006,-168.490132472702,62.7328285466405,-29.1641500251621,149,-27.8070152777778,0.838457286634461,145,"ice_full","11"
"2925",2006,-167.506442634143,62.7726678249412,-25.6024479638502,165,-34.1472680555556,0.77998980734767,154,"ice_full","11"
"2928",2006,-179.563404202461,63.2137199838956,-85.5205439814815,157,-29.5253777777778,0.862384708253512,146,"ice_full",NA
"2929",2006,-178.502693607831,63.2347196829439,-95.4025252525253,157,-33.9766375,0.885363102244193,148,"ice_full",NA
"2930",2006,-177.577579461961,63.2321403140113,-102.219444444444,157,-33.0926027777778,0.869982098765432,150,"ice_full",NA
"2931",2006,-176.463129541908,63.3018469596133,-92.8059687989045,157,-30.0824222222222,0.801899314597801,158,"ice_full",NA
"2932",2006,-175.489463811734,63.2853096861434,-86.5578592727631,165,-19.983125,0.722261351165981,165,"ice_full",NA
"2939",2006,-168.431375755947,63.2554273855105,-25.387425164154,149,-18.4624178178806,0.848014834943639,145,"ice_full","12"
"2940",2006,-167.543663230875,63.2500937649951,-26.1679563695766,165,-28.8275027777778,0.793837737127371,153,"ice_full","14"
"2941",2006,-166.425898168029,63.2444228049292,-22.4170974677597,165,-29.4405652777778,0.69946509693287,158,"ice_full","14"
"2943",2006,-179.464371609776,63.731467690769,-63.8232754981425,149,-26.3574638888889,0.882416686451409,147,"ice_full",NA
"2944",2006,-178.5,63.7499974568685,-71.7048611111111,149,-30.647325,0.881783447112367,148,"ice_full",NA
"2945",2006,-177.47643225193,63.7707005719344,-80.9079861111111,157,-31.2817708333333,0.847158207947531,150,"ice_full",NA
"2946",2006,-176.434967123858,63.7590440349241,-90.5546509710407,157,-33.6101625,0.794803343413979,154,"ice_full",NA
"2947",2006,-175.515362868703,63.7766947794234,-85.6242973273582,157,-27.8841375,0.718068513297132,163,"ice_full",NA
"2954",2006,-168.463975726269,63.735616073941,-28.5673520442307,141,-12.70445,0.872595517113095,142,"ice_full","14"
